epoch,auc,train_loss,validation_loss
1,0.4740740740740741,0.6963699460029602,0.6972118020057678
2,0.4666666666666666,0.6672527056473953,0.6972593665122986
3,0.4444444444444444,0.6655049369885371,0.697628915309906
4,0.5185185185185185,0.6325904222635123,0.6967213749885559
5,0.5481481481481482,0.6165098410386306,0.6954598426818848
6,0.6074074074074074,0.6219401176159198,0.6950740218162537
7,0.5925925925925926,0.5909824692285978,0.6959357261657715
8,0.5629629629629629,0.5617649922004113,0.6960268616676331
9,0.5555555555555556,0.5372332976414607,0.6965622305870056
10,0.548148148148148,0.5244965415734512,0.696903645992279
11,0.5555555555555556,0.47469672102194566,0.6973956227302551
12,0.5111111111111111,0.4447553432904757,0.6988728046417236
13,0.5111111111111111,0.4665711567952083,0.6984257698059082
14,0.5407407407407407,0.40836384433966416,0.696817934513092
15,0.5703703703703703,0.37687140932449925,0.6946353316307068
16,0.5851851851851853,0.3596156101960402,0.6914820671081543
17,0.6074074074074074,0.2973218812392308,0.6869208216667175
18,0.6222222222222221,0.29709564722501314,0.6863990426063538
19,0.6296296296296297,0.2583548827813222,0.6801013350486755
20,0.6518518518518519,0.22720448672771454,0.6728332042694092
21,0.6814814814814815,0.20184626372960898,0.6659965515136719
22,0.6888888888888889,0.19484707254629868,0.6572417616844177
23,0.7037037037037037,0.18647654698445246,0.6492783427238464
24,0.7333333333333334,0.16342591093136713,0.6396152377128601
25,0.725925925925926,0.13371197822002265,0.6332212090492249
26,0.7407407407407407,0.1215873693044369,0.6275913119316101
27,0.7481481481481482,0.09866242655194722,0.6211887001991272
28,0.762962962962963,0.08903145388914989,0.6093903183937073
29,0.7777777777777778,0.08918682084633754,0.5990619659423828
30,0.8,0.09471589441482837,0.5837609767913818
31,0.8148148148148148,0.07630543468090203,0.5672228932380676
32,0.8074074074074074,0.07475681860859577,0.5658382773399353
33,0.8074074074074074,0.05016376078128815,0.5581905245780945
34,0.8074074074074074,0.040342037207805194,0.5545982718467712
35,0.8074074074074074,0.04250710686812034,0.5509143471717834
36,0.8148148148148148,0.04783940802399929,0.5856626629829407
37,0.8444444444444446,0.06938714505388187,0.5767528414726257
38,0.8740740740740741,0.047593931739146896,0.532163679599762
39,0.8740740740740741,0.039550869224163204,0.5168394446372986
40,0.8666666666666667,0.04179108887910843,0.5119326114654541
41,0.874074074074074,0.04748974052759317,0.5298826694488525
42,0.8666666666666667,0.04673114734200331,0.5117883682250977
43,0.8740740740740741,0.031551545342573754,0.5685732960700989
44,0.8740740740740741,0.049916165379377514,0.5542696714401245
45,0.874074074074074,0.029766903903621893,0.5052685141563416
46,0.8814814814814815,0.017434784426138952,0.482014536857605
47,0.8814814814814815,0.023232446768536016,0.4565161466598511
48,0.9037037037037037,0.02053137567753975,0.37789735198020935
49,0.8888888888888888,0.020678809342476036,0.45932865142822266
50,0.8814814814814815,0.02429836572935948,0.4917883574962616
51,0.9037037037037037,0.03288577317904968,0.5049648284912109
52,0.9185185185185185,0.03230504405040007,0.4514380395412445
53,0.8962962962962963,0.02203915038934121,0.41974902153015137
54,0.8962962962962963,0.02010870438355666,0.46062567830085754
55,0.888888888888889,0.015497849895977057,0.45558464527130127
56,0.9037037037037038,0.021149528714326713,0.41504597663879395
57,0.9111111111111111,0.012246148517498603,0.40423867106437683
58,0.888888888888889,0.018022300030749578,0.43443962931632996
59,0.888888888888889,0.01696315873414278,0.4629336893558502
60,0.888888888888889,0.014538076491310047,0.425615519285202
61,0.9037037037037037,0.013161927891465334,0.4121483266353607
62,0.9037037037037037,0.025699804035516884,0.4856537878513336
63,0.9111111111111111,0.02608574153139041,0.3400445282459259
64,0.9111111111111111,0.013172011679181686,0.32534095644950867
65,0.9111111111111111,0.027248856253348865,0.35266628861427307
66,0.9037037037037037,0.024306884322028894,0.3835606276988983
67,0.8962962962962964,0.008962574414908886,0.4032611548900604
68,0.8962962962962964,0.01285347306671051,0.40094301104545593
69,0.8962962962962964,0.00924180021796089,0.41366899013519287
70,0.8962962962962964,0.011251403950154781,0.4327380657196045
71,0.8962962962962964,0.010184527661364812,0.43070173263549805
72,0.8962962962962964,0.011083676694677426,0.42285099625587463
73,0.8962962962962964,0.009433737096305076,0.4071617126464844
74,0.8962962962962964,0.01372393944229071,0.4018038213253021
75,0.8962962962962964,0.008867412733917054,0.39852142333984375
76,0.8962962962962964,0.00730474042491271,0.39899328351020813
77,0.8962962962962964,0.008058420669000883,0.4068537950515747
78,0.8962962962962964,0.010005966939318638,0.42843058705329895
79,0.8666666666666667,0.007927157808668338,0.591304361820221
80,0.8592592592592594,0.027431607676240113,0.5694107413291931
81,0.8666666666666667,0.013110879414643232,0.5408141016960144
82,0.8962962962962964,0.03506585382498228,0.5769942402839661
83,0.888888888888889,0.014844184669737633,0.4790886342525482
84,0.9037037037037038,0.02261897806937878,0.4235781729221344
85,0.9037037037037037,0.0293048217964287,0.38268551230430603
86,0.9037037037037037,0.008571265838467158,0.36934924125671387
87,0.9037037037037037,0.0077807429389884835,0.37030041217803955
88,0.9037037037037037,0.00742742046713829,0.37707722187042236
89,0.9037037037037037,0.013761113111216288,0.383609414100647
90,0.9037037037037037,0.00824236017293655,0.3898346424102783
91,0.9037037037037037,0.007689321413636208,0.39261510968208313
92,0.9037037037037037,0.006547175956746707,0.39736106991767883
93,0.9037037037037037,0.0073558223218872,0.4038107395172119
94,0.8962962962962963,0.007984322925599722,0.4111987352371216
95,0.888888888888889,0.007182049063535837,0.43967387080192566
96,0.888888888888889,0.007821536157280207,0.4522395133972168
97,0.888888888888889,0.01101517455222515,0.4595274031162262
98,0.888888888888889,0.02617810286868077,0.5116688013076782
99,0.888888888888889,0.008890506739799794,0.5106967091560364
100,0.888888888888889,0.008271173788950993,0.5116419792175293
101,0.888888888888889,0.005802877963735507,0.4952985942363739
102,0.888888888888889,0.007350861238172421,0.48869550228118896
103,0.888888888888889,0.006316544237331702,0.48642635345458984
104,0.8962962962962964,0.0071651504661601325,0.4702884256839752
105,0.8962962962962964,0.0067679203258684045,0.4673437178134918
106,0.8962962962962964,0.006341525640052099,0.4665711224079132
107,0.8962962962962964,0.007122743337486799,0.45531877875328064
108,0.9111111111111111,0.006495473691477225,0.41155996918678284
109,0.9111111111111111,0.011316291987895966,0.414043664932251
110,0.9037037037037038,0.007693055282848386,0.41396674513816833
111,0.9037037037037038,0.0065595397295860145,0.42381760478019714
112,0.9037037037037038,0.00627735171180505,0.43885841965675354
